[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.882134, -117.234553, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884154, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884156, -117.241304, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884147, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241309, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884173, -117.241295, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884184, -117.241296, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884147, -117.241322, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884145, -117.241320, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884153, -117.241311, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884158, -117.241313, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241303, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884163, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241311, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884169, -117.241291, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884158, -117.241306, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241315, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884155, -117.241305, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884158, -117.241306, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241296, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884171, -117.241303, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884168, -117.241305, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884169, -117.241305, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241314, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241295, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241307, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241306, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241303, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241306, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884154, -117.241309, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241296, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884163, -117.241319, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241294, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241301, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884158, -117.241303, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884172, -117.241297, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241299, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884165, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884171, -117.241317, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884161, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884161, -117.241307, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241304, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884148, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884156, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884154, -117.241317, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884163, -117.241317, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241320, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884145, -117.241320, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884161, -117.241327, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884169, -117.241317, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241309, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884155, -117.241314, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884161, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241316, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241305, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884164, -117.241313, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884168, -117.241299, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884148, -117.241293, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241306, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884163, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884160, -117.241314, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884171, -117.241300, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884170, -117.241307, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241315, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884149, -117.241335, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884145, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241318, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884150, -117.241319, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884174, -117.241300, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241321, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884149, -117.241323, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884149, -117.241335, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884165, -117.241307, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884171, -117.241301, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884164, -117.241313, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884168, -117.241301, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884141, -117.241320, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884165, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884149, -117.241313, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884157, -117.241294, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884164, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884145, -117.241320, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884165, -117.241309, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884170, -117.241303, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241316, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884161, -117.241315, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884148, -117.241313, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884153, -117.241326, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884165, -117.241305, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884151, -117.241329, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884164, -117.241304, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884163, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884168, -117.241316, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884153, -117.241330, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884163, -117.241311, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884149, -117.241329, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884165, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884168, -117.241307, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884153, -117.241326, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884169, -117.241309, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884150, -117.241319, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884161, -117.241318, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241312, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884167, -117.241297, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241317, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241318, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884149, -117.241313, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884164, -117.241305, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884169, -117.241299, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241319, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884170, -117.241316, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884158, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884173, -117.241308, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884162, -117.241324, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884172, -117.241310, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
[DATA_LOCATION, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 32.884159, -117.241319, DATA_SENSORS, 0A986513-7828-4D53-AA1F-E02D6DF9561B, 1.000000]
